YEAR,ORISPL,PNAME,PSTATABB,PLPRMFL,PLHTIAN,PLNGENAN,NAMEPCAP,CAPFAC,PLCO2AN
2018,7,Gadsden,AL,NG,2449127.525,188877,138,0.15624,145370.236
2018,9,Copper Station,TX,NG,792909,47287,86.9,0.06212,46341.193
2018,10,Greene County,AL,NG,12728036,1173090.998,1288.4,0.10394,766562.3
2018,30,Madelia,MN,NG,154.001,-206,11.8,0,9.002
2018,47,Colbert,AL,NG,1005817,68000,1826,0.00425,59658.9
2018,54,Smith Generating Facility,KY,NG,4856154,394471,1663.4,0.02707,289545.4
2018,75,Anchorage 1,AK,NG,387517,28937,121.4,0.02721,22650.454
2018,96,Beluga,AK,NG,706080.999,37831.999,374.4,0.01154,41266.571
2018,99,Frederickson,WA,NG,854109,29871,177.8,0.01918,49917.998
2018,116,Ocotillo Power Plant,AZ,NG,3270036,270759.998,1034,0.02989,194337.4
2018,117,APS West Phoenix Power Plant,AZ,NG,17944124,2984982,1326.9,0.2568,1066392.6
2018,118,APS Saguaro Power Plant,AZ,NG,895692,109364.999,435.5,0.02867,53228.8
2018,120,Yucca Power Plant,AZ,NG,5071184,456777,425,0.12269,301375.2
2018,124,De Moss Petrie Generating Station,AZ,NG,78643,5154,85,0.00692,4673.5
2018,126,Irvington Generating Station,AZ,NG,15830088,1412423,793.5,0.2032,953707.8
2018,141,Agua Fria Generating Station,AZ,NG,1810489,148612.001,613.5,0.02765,107595.4
2018,147,Kyrene Generating Station,AZ,NG,6091569,853210.001,573.7,0.16977,362015.8
2018,160,Apache Station,AZ,NG,20877233,1773343,660.7,0.3064,1570975.5
2018,165,Grand River Dam Authority,OK,NG,23170299,2682303,1734.3,0.17655,1645410.5
2018,170,Lake Catherine,AR,NG,3526214,289084,752,0.04388,209556.7
2018,201,Thomas Fitzhugh,AR,NG,2543071,272862,185,0.16837,151154.7
2018,202,Carl Bailey,AR,NG,190973,14199,120,0.01351,11454.1
2018,203,McClellan,AR,NG,777804,61046,136,0.05124,46334.5
2018,246,Humboldt Bay,CA,NG,3372675,383862,269.4,0.16266,197114.4
2018,260,Moss Landing,CA,NG,30387455,4178781.84,3102,0.15378,1715516.9
2018,302,Cabrillo Power I Encina Power Station,CA,NG,5218992,299121,999.6,0.03416,310155.9
2018,315,AES Alamitos,CA,NG,12712766,958300,2055,0.05323,755497.1
2018,330,El Segundo,CA,NG,8998111,1054778,1533.8,0.0785,534743.5
2018,335,AES Huntington Beach,CA,NG,3762509,319522,1021,0.03572,223596.9
2018,341,Long Beach Generating Station,CA,NG,397997,22511,587.4,0.00437,23652.4
2018,350,Ormond Beach Generating Station,CA,NG,2169947,186015,1612,0.01317,128956.5
2018,356,AES Redondo Beach,CA,NG,3596623,274507,1316.4,0.0238,213742.7
2018,358,Mountainview Generating Station,CA,NG,15211441,2091874.84,1167.4,0.20456,903995.1
2018,377,Grayson Power Plant,CA,NG,1837480,140780,353.9,0.04541,104184.85
2018,384,Joliet 29,IL,NG,6885100,628452,1320,0.05435,408146.6
2018,389,El Centro,CA,NG,6034150,750463,438.3,0.19546,358594.6
2018,399,Harbor Generating Station,CA,NG,547205,37140,595.1,0.00712,32117.7
2018,400,Haynes Generating Station,CA,NG,23193980,3131592.998,2885.1,0.12391,1353620
2018,404,Scattergood Generating Station,CA,NG,13507520,1786840,1718.8,0.11867,788837.1
2018,408,Valley Generating Station,CA,NG,11151261,1491978,1236.1,0.13779,650815.5
2018,422,Glenarm,CA,NG,784284,107233.32,265.6,0.04609,46609.3
2018,464,Alamosa,CO,NG,138780,8794,53.2,0.01887,8110.932
2018,469,Cherokee,CO,NG,32248887,3841878,1426.9,0.30736,1914527.9
2018,477,Valmont,CO,NG,68383,2717,251,0.00124,3996.612
2018,493,George Birdsall,CO,NG,63761.478,3984,61.1,0.00744,3726.509
2018,511,Trinidad (CO),CO,NG,288.999,30.999,12.9,0.00027,20.83
2018,533,McWilliams,AL,NG,29005191,3957129,654,0.69071,1723737.6
2018,535,McClellan (CA),CA,NG,89438,7088,77,0.01051,5227.162
2018,544,Devon,CT,NG,246241,11843.001,429.6,0.00315,17875.42
2018,562,Middletown,CT,NG,4444548,382861,1097.4,0.03983,284792.914
2018,599,McKee Run,DE,NG,326741,28704,151.2,0.02167,20393.4
2018,607,Fredonia Generating Station,WA,NG,96911,129254,376,0.03924,5847.1
2018,609,Cape Canaveral,FL,NG,47707875,7414487,2099,0.40324,2836432.8
2018,612,Fort Myers,FL,NG,65181420,9287150,3300.9,0.32118,3877734.6
2018,613,Lauderdale,FL,NG,25266941,2910583,4173.7,0.07961,1509175.5
2018,617,Port Everglades,FL,NG,44646594,6908117,3062.4,0.25751,2655266.8
2018,619,Riviera Beach Energy Center,FL,NG,42170354,6720599,1915.8,0.40045,2507096.1
2018,620,Sanford,FL,NG,73844734,9968262,2534,0.44906,4388481
2018,624,Avon Park,FL,NG,17934,902,67.4,0.00153,1256.343
2018,630,Higgins,FL,NG,422870,24175,153.2,0.01801,24714.438
2018,634,P L Bartow,FL,NG,54335854,7070770,1969.9,0.40975,3229102.7
2018,638,Suwannee River,FL,NG,629502.999,43206.999,344.7,0.01431,41663.012
2018,643,Lansing Smith Generating Plant,FL,NG,28001538,4032484,1001.5,0.45964,1664093.3
2018,664,J R Kelly,FL,NG,5371507,613761,238.7,0.29352,319220.5
2018,665,G W Ivey,FL,NG,6229.002,-815.999,58.4,0,364.456
2018,666,J D Kennedy,FL,NG,1165999,109115,538.6,0.02313,69294.7
2018,673,Tom G Smith,FL,NG,64880,11838,146.2,0.00924,3850.7
2018,675,Charles Larsen Memorial Power Plant,FL,NG,921276,81877,158.6,0.05893,54749.1
2018,683,Indian River (683),FL,NG,323150,1724,342.8,0.00057,19204.2
2018,688,Arvah B Hopkins,FL,NG,14193999,1610212.999,1113.9,0.16502,843813.5
2018,689,S O Purdom,FL,NG,7746746,1195554,350.1,0.38983,460324.2
2018,710,Jack McDonough,GA,NG,114646402,16799053,3202,0.59891,6813448.659
2018,728,Yates,GA,NG,13268999,1177991,1487.3,0.09041,788559.1
2018,753,Crisp Plant,GA,NG,4207.7,131,17.5,0.00085,245.917
2018,762,Ponca,OK,NG,471059,47434,182.3,0.0297,27994.3
2018,862,"Grand Tower Energy Center, LLC",IL,NG,5354312,622395,640.9,0.11086,318199.1
2018,874,Joliet 9,IL,NG,152756,-57596,507.6,0,9055.2
2018,913,Venice,IL,NG,872779,86592.001,1097.5,0.00901,51869.4
2018,941,Farmer City,IL,NG,142,13,11.3,0.00013,10.139
2018,957,Princeton (IL),IL,NG,2289.999,272,37.9,0.00082,133.839
2018,960,North Ninth Street,IL,NG,17826.002,2085.001,19,0.01253,1109.643
2018,961,South Main Street,IL,NG,14330.002,1457.998,27.3,0.0061,1064.936
2018,971,Waterloo,IL,NG,5683,467.999,30.2,0.00177,361.187
2018,972,Winnetka,IL,NG,66343.76,3965,33.4,0.01355,3905.025
2018,990,IPL - Harding Street Station (EW Stout),IN,NG,14567875,1253317,1178.3,0.12142,866112
2018,991,IPL - Eagle Valley Generating Station,IN,NG,18831375,2637637,1040.3,0.28944,1119123.2
2018,992,C. C. Perry K Steam Plant,IN,NG,93626.852,17279.28,23.4,0.0843,5501.326
2018,1007,Noblesville,IN,NG,11061741,1506408,283,0.60765,657405.7
2018,1011,Broadway Avenue Generating Station,IN,NG,99779,7511,141.9,0.00604,5831.537
2018,1013,Northeast (IN),IN,NG,631,30,22.2,0.00015,36.879
2018,1016,Butler-Warner Generation Plant,NC,NG,865089,67263,303.4,0.02531,50559.719
2018,1038,Rensselaer City Light Plant,IN,NG,74787.001,7590,24.8,0.03494,5039.975
2018,1048,Milton L Kapp,IA,NG,32743,303,237.3,0.00015,1941.2
2018,1068,Marshalltown CTs,IA,NG,393244,30809.001,189,0.01861,22982.96
2018,1079,Coralville GT,IA,NG,25803,271,72,0.00043,1508.044
2018,1081,Riverside (1081),IA,NG,39671,-1973,111,0,2351.4
2018,1084,River Hills,IA,NG,16391,-770,128,0,957.968
2018,1097,Merl Parr,IA,NG,10412,106,36,0.00034,608.524
2018,1122,Ames,IA,NG,2549444,186064,108.8,0.19522,126860.432
2018,1124,Atlantic,IA,NG,1898,142,15.3,0.00106,110.928
2018,1127,Bloomfield,IA,NG,1728,131.002,8.5,0.00176,103.823
2018,1130,Gas Turbine (IA),IA,NG,9861,-410,43.4,0,576.321
2018,1137,Estherville,IA,NG,356.999,43,17.6,0.00028,21.714
2018,1162,Maquoketa 1,IA,NG,1434.001,-610,26.6,0,91.178
2018,1165,Montezuma,IA,NG,2158.999,190.001,9.8,0.00221,154.825
2018,1168,New Hampton,IA,NG,4616,461.001,26.5,0.00199,312.649
2018,1184,Sibley One,IA,NG,1485,141,5.2,0.0031,86.79
2018,1206,Summit Lake,IA,NG,142285,10246,145.2,0.00806,8315.779
2018,1217,Earl F Wisdom,IA,NG,323935,21902,119.1,0.02099,19250.4
2018,1225,Colby,KS,NG,3269,128,16,0.00091,191.055
2018,1230,Cimarron River,KS,NG,7770,621,65,0.00109,461.7
2018,1233,Fort Dodge aka Judson Large,KS,NG,37489,1193,149,0.00091,2227.5
2018,1235,Great Bend Station aka Arthur Mullergren,KS,NG,16643,-661,81.6,0,989.6
2018,1239,Riverton,KS,NG,9718025,1294052,400.2,0.36912,577532.2
2018,1240,Gordon Evans Energy Center,KS,NG,4292356,367734,904,0.04644,256504.9
2018,1242,Murray Gill Energy Center,KS,NG,2062973,130656,349,0.04274,122595.8
2018,1248,Hutchinson Energy Center,KS,NG,145961,6222.001,597.7,0.00119,8601.043
2018,1258,Anthony,KS,NG,2588,165,11.1,0.0017,151.255
2018,1261,Augusta Electric Plant No 1,KS,NG,63.999,-173,11.5,0,4.129
2018,1265,Burlingame,KS,NG,790,78,4.5,0.00198,46.172
2018,1266,Burlington (KS),KS,NG,1062,123.481,12.8,0.0011,74.181
2018,1268,Chanute 2,KS,NG,1259979,97990,64,0.17478,74364
2018,1270,Clay Center,KS,NG,5604.999,-807.998,31.4,0,327.581
2018,1271,Coffeyville,KS,NG,232599,19020,62.7,0.03463,13824.8
2018,1279,Girard,KS,NG,581,54,10.8,0.00057,33.956
2018,1280,Goodland,KS,NG,2197.999,-3894.001,18.7,0,130.371
2018,1286,Hoisington,KS,NG,1379,124,14.2,0.001,82.883
2018,1291,Iola,KS,NG,11840.999,1000.002,38.3,0.00298,849.981
2018,1295,Quindaro,KS,NG,606141,27497,388.4,0.00808,37770.949
2018,1296,Kingman Municipal Power and Light Plant,KS,NG,38212,2718.999,21.5,0.01444,2233.282
2018,1305,McPherson 2,KS,NG,271815,16831.001,246.8,0.00779,16918.202
2018,1306,Meade,KS,NG,708,62,8.2,0.00086,45.59
2018,1307,Minneapolis City of,KS,NG,1873,259,10.2,0.0029,119.025
2018,1313,Osage City,KS,NG,1674,-50.999,13.5,0,102.731
2018,1316,Ottawa,KS,NG,28516.999,1363,30.7,0.00507,1666.663
2018,1317,Pratt,KS,NG,4006,284,23.5,0.00138,235.359
2018,1319,Russell Downtown,KS,NG,1383,105,15.7,0.00076,91.055
2018,1320,Sabetha Power Plant,KS,NG,1306.001,-977.999,21.8,0,100.532
2018,1327,Stockton,KS,NG,390.999,-152.001,6,0,22.85
2018,1328,Wamego,KS,NG,2795,-712.001,15.2,0,163.353
2018,1330,Wellington 1,KS,NG,1465.81,62,25,0.00028,85.669
2018,1332,West 14th Street,KS,NG,17680,707,12.6,0.00641,1033.299
2018,1336,Garden City,KS,NG,571689,40575,267.8,0.0173,33645.838
2018,1353,Big Sandy,KY,NG,6407128,624804,1096.8,0.06503,380764.7
2018,1358,Haefling,KY,NG,642,-159,62.1,0,37.522
2018,1363,Cane Run,KY,NG,32595016,4711155,1467.9,0.36638,1937072.6
2018,1366,Paddy's Run,KY,NG,946570,80162,226.6,0.04038,56245.378
2018,1368,Zorn,KY,NG,3,-73,18,0,0.175
2018,1396,Coughlin Power Station,LA,NG,25337793,3008114,922.8,0.37212,1505789.5
2018,1400,Teche Power Station,LA,NG,9303740,887619,468.1,0.21646,552883.5
2018,1401,Buras,LA,NG,62370,3199,20.7,0.01764,3645.185
2018,1402,Little Gypsy,LA,NG,17133368,1618180,1250.6,0.14771,1018212.2
2018,1403,Ninemile Point,LA,NG,76394243,9256076,2791,0.37858,4540251.7
2018,1404,Sterlington,LA,NG,81725,3131,474,0.00075,4860.7
2018,1416,Arsenal Hill Power Plant,LA,NG,19170999,2702657,749,0.41191,1139308.9
2018,1417,Lieberman Power Plant,LA,NG,712352,66709,278,0.02739,42343
2018,1439,Houma,LA,NG,363264,33498,99.3,0.03851,21592
2018,1453,New Roads,LA,NG,60,4.999,9.4,6e-05,3.506
2018,1464,Big Cajun 1,LA,NG,1844992,146060,492.8,0.03383,109647.4
2018,1553,Gould Street,MD,NG,196765,14839,103.5,0.01637,11693
2018,1555,Notch Cliff,MD,NG,411121,26694,144,0.02116,24027.776
2018,1556,Perryman,MD,NG,3129040,270954.001,545.4,0.05671,197984
2018,1560,Westport,MD,NG,495458,32722,121.5,0.03074,29444.2
2018,1588,Mystic,MA,NG,35306347,4688142,2844.2,0.18816,2134085.759
2018,1595,Kendall Green Energy LLC,MA,NG,6527813.335,1144026,293.6,0.44481,389640.153
2018,1642,West Springfield,MA,NG,214095,19145.001,352.6,0.0062,13394.323
2018,1660,Potter,MA,NG,469705,46784,222.4,0.02401,29815.4
2018,1678,Waters River,MA,NG,58053,4760,124.9,0.00435,3610.759
2018,1682,Cleary Flood,MA,NG,883782,76897,149.3,0.0588,54384
2018,1706,Gaylord - Consumers,MI,NG,22115.001,1229.001,80,0.00175,1292.502
2018,1718,Straits,MI,NG,3649,184,20,0.00105,213.264
2018,1719,Thetford,MI,NG,23650,251.001,222.4,0.00013,1382.213
2018,1728,Delray,MI,NG,194377,16136,142.2,0.01295,11551.2
2018,1730,Hancock Peakers,MI,NG,136264,11980.001,160.2,0.00854,8042.5
2018,1734,Northeast (MI),MI,NG,99003.002,6556.002,129.8,0.00577,6537.064
